Fase,Curso,Codigo,Nota_Real,Nota_Simulada,Erro
1,Gestão,3163-9147,148.7,147.0,-1.7
1,Gestão (regime noturno),3163-9148,101.1,97.8,-3.3
1,Turismo,3163-9254,124.8,119.0,-5.8
1,Design de Ambientes,3163-9723,132.8,132.0,-0.8
1,Design do Produto,3163-9727,130.9,130.5,-0.4
1,Engenharia Civil e do Ambiente,3163-9743,131.0,126.0,-5.0
1,Engenharia Mecatrónica,3163-9751,132.0,131.5,-0.5
1,Engenharia de Redes e Sistemas de Computadores,3163-L153,121.3,121.5,0.2
1,Gestão da Distribuição e Logística,3164-8464,116.7,116.0,-0.7
1,Organização e Gestão Empresariais,3164-8516,133.8,131.8,-2.0
1,Contabilidade e Fiscalidade,3164-9498,130.3,129.0,-1.3
1,Marketing e Comunicação Empresarial,3164-9664,145.7,146.5,0.8
1,Desporto e Lazer,3165-9731,132.1,130.5,-1.6
1,Comunicação Social,3181-9054,132.7,131.5,-1.2
1,Educação Social,3181-9084,127.9,126.8,-1.1
1,Artes Plásticas e Multimédia,3181-9347,127.1,123.5,-3.6
1,Desporto e Atividade Física,3181-9850,135.7,133.5,-2.2
1,Educação Básica,3181-9853,106.0,96.2,-9.8
1,Publicidade e Relações Públicas,3181-9930,130.2,128.5,-1.7
1,Gestão Industrial,3182-8296,111.9,109.5,-2.4
1,Tecnologia e Design de Mobiliário,3182-8517,126.2,121.5,-4.7
1,Contabilidade,3182-9056,129.6,128.5,-1.1
1,Engenharia Civil,3182-9089,130.9,128.5,-2.4
1,Engenharia Eletrotécnica,3182-9109,134.4,131.5,-2.9
1,Engenharia Informática,3182-9119,133.0,134.5,1.5
1,Engenharia Mecânica,3182-9123,130.0,130.5,0.5
1,Gestão de Empresas,3182-9152,137.8,137.5,-0.3
1,Marketing,3182-9205,139.5,139.0,-0.5
1,Turismo,3182-9254,122.0,120.0,-2.0
1,Tecnologias e Design de Multimédia,3182-9491,114.5,110.5,-4.0
1,Gestão de Empresas (regime pós-laboral),3182-9994,116.3,115.8,-0.5
1,Enfermagem Veterinária,3185-9085,146.8,150.0,3.2
1,Engenharia Agronómica,3185-9086,,97.5,
1,Engenharia Alimentar,3185-9087,,95.0,
1,Engenharia Zootécnica,3185-9129,126.2,125.0,-1.2
1,Engenharia Informática e Telecomunicações,3186-9122,122.4,124.0,1.6
1,Gestão e Informática,3186-9168,109.0,111.5,2.5
1,"Gestão Turística, Cultural e Patrimonial",3186-9179,113.0,114.0,1.0
1,Serviço Social,3186-9238,139.8,140.5,0.7
1,Gestão Comercial,3186-L021,131.8,129.0,-2.8
1,Secretariado de Administração,3186-L116,117.5,119.5,2.0
1,Contabilidade,3241-9056,122.7,122.0,-0.7
1,Gestão de Empresas,3241-9152,113.3,109.2,-4.1
1,Gestão de Recursos Humanos e Comportamento Organizacional,3241-9640,123.0,123.5,0.5
1,Turismo e Gestão do Património Cultural,3241-L207,118.8,116.0,-2.8
1,Engenharia Eletrotécnica e de Computadores,3242-9112,,95.5,
1,Engenharia Informática,3242-9119,116.9,116.5,-0.4
1,Conservação e Restauro,3242-9380,131.6,129.5,-2.1
1,Design e Tecnologia das Artes Gráficas,3242-9644,117.4,119.5,2.1
1,Fotografia,3242-9645,109.0,110.2,1.2
1,Tecnologia Química,3242-L142,119.6,118.0,-1.6
1,Gestão da Edificação e Obras,3242-L186,,124.0,
1,Engenharia Mecânica,3243-9123,,97.0,
1,Informática e Tecnologias Multimédia,3243-L143,125.7,125.0,-0.7
1,Computação e Logística,3243-L211,133.3,127.8,-5.5
1,Design,3331-9069,124.7,122.0,-2.7
1,Multimédia,3331-9213,169.5,188.0,18.5
1,Fotografia,3331-9645,156.8,158.5,1.7
1,Tecnologias e Sistemas de Informação para a Web,3331-L071,141.8,144.5,2.7
1,Desenho,5402-8399,172.0,200.0,28.0
1,Artes Plásticas,5402-9007,172.0,200.0,28.0
1,Design de Comunicação,5402-9070,171.0,157.5,-13.5
1,Serviço Social (regime pós-laboral),6800-8014,141.5,141.5,0.0
1,Finanças e Contabilidade,6800-8029,161.5,157.5,-4.0
1,Sociologia (regime pós-laboral),6800-8109,137.0,138.5,1.5
1,Informática e Gestão de Empresas (regime pós-laboral),6800-8366,148.0,142.8,-5.2
1,Ciência Política,6800-9019,161.0,156.5,-4.5
1,Economia,6800-9081,168.0,165.5,-2.5
1,Engenharia de Telecomunicações e Informática,6800-9098,134.0,131.0,-3.0
1,Engenharia Informática,6800-9119,166.0,164.0,-2.0
1,Gestão,6800-9147,172.0,168.5,-3.5
1,Gestão de Marketing,6800-9156,166.8,165.5,-1.3
1,Gestão de Recursos Humanos,6800-9157,169.0,186.0,17.0
1,Informática e Gestão de Empresas,6800-9189,159.5,158.0,-1.5
1,Psicologia,6800-9219,175.5,195.5,20.0
1,Sociologia,6800-9240,151.0,150.5,-0.5
1,Arquitetura,6800-9257,161.5,160.0,-1.5
1,Antropologia,6800-9448,138.5,139.5,1.0
1,Engenharia Informática (regime pós-laboral),6800-9885,146.0,142.0,-4.0
1,História Moderna e Contemporânea,6800-9927,145.0,146.5,1.5
1,Gestão Industrial e Logística,6800-L030,161.8,160.0,-1.8
1,Ciência de Dados,6800-L188,161.6,159.5,-2.1
1,Ciência de Dados (regime pós-laboral),6800-L189,151.4,151.5,0.1
1,"Política, Economia e Sociedade",6810-L274,149.2,144.8,-4.4
1,Tecnologias Digitais e Inteligência Artificial,6810-L277,145.6,142.5,-3.1
1,Desenvolvimento de Software e Aplicações,6810-L278,147.6,145.0,-2.6
1,Tecnologias Digitais e Gestão,6810-L280,156.4,152.5,-3.9
1,Tecnologias Digitais Educativas,6810-L281,132.6,126.0,-6.6
1,Tecnologias Digitais e Saúde,6810-L282,136.6,132.0,-4.6
1,Enfermagem,7001-9500,151.4,147.5,-3.9
1,Enfermagem,7002-9500,154.6,154.5,-0.1
1,Enfermagem,7003-9500,161.5,163.0,1.5
1,Terapia Ocupacional,7005-8138,134.0,134.5,0.5
1,Enfermagem,7005-9500,144.4,145.0,0.6
1,Enfermagem,7010-9500,168.0,191.0,23.0
1,Dietética e Nutrição,7015-8149,129.2,128.5,-0.7
1,Enfermagem,7015-9500,147.0,147.0,0.0
1,Enfermagem (entrada no 2.º semestre),7015-9501,130.9,129.0,-1.9
1,Fisioterapia,7015-9504,152.7,162.5,9.8
1,Farmácia,7015-9549,134.5,133.5,-1.0
1,Gerontologia,7015-9833,109.0,110.0,1.0
1,Ciências Biomédicas Laboratoriais,7015-L068,142.8,144.5,1.7
1,Enfermagem,7020-9500,145.0,141.5,-3.5
1,Fisioterapia,7020-9504,153.3,151.0,-2.3
1,Imagem Médica e Radioterapia,7020-L066,142.5,142.5,0.0
1,Fisiologia Clínica,7020-L067,147.1,148.5,1.4
1,Ciências Biomédicas Laboratoriais,7020-L068,152.6,160.5,7.9
1,Enfermagem,7030-9500,145.6,142.0,-3.6
1,Dietética e Nutrição,7035-8149,137.9,139.0,1.1
1,Enfermagem,7035-9500,150.3,151.0,0.7
1,Fisioterapia,7035-9504,153.9,158.5,4.6
1,Farmácia,7035-9549,142.8,145.0,2.2
1,Imagem Médica e Radioterapia,7035-L066,140.6,142.5,1.9
1,Ciências Biomédicas Laboratoriais,7035-L068,159.7,186.5,26.8
1,Enfermagem,7040-9500,141.4,140.0,-1.4
1,Farmácia,7040-9549,134.4,133.5,-0.9
1,Biotecnologia Medicinal,7040-L101,130.8,129.5,-1.3
1,Terapia Ocupacional,7045-8138,141.5,145.0,3.5
1,Dietética e Nutrição,7045-8149,138.2,138.5,0.3
1,Enfermagem,7045-9500,143.8,143.5,-0.3
1,Fisioterapia,7045-9504,153.6,150.0,-3.6
1,Terapia da Fala,7045-9890,137.2,138.0,0.8
1,Enfermagem,7055-9500,141.6,140.0,-1.6
1,Higiene Oral,7055-9556,137.8,137.5,-0.3
1,Enfermagem,7065-9500,147.4,144.0,-3.4
1,Enfermagem,7075-9500,149.0,143.5,-5.5
1,Enfermagem,7080-9500,150.2,144.0,-6.2
1,Enfermagem,7085-9500,146.2,142.0,-4.2
1,Enfermagem,7092-9500,133.8,132.0,-1.8
1,Enfermagem,7093-9500,139.1,140.5,1.4
1,Engenharia Informática e de Computadores,7105-9121,129.1,129.0,-0.1
1,Engenharia de Máquinas Marítimas,7105-9745,115.5,112.0,-3.5
1,Pilotagem,7105-9789,153.0,149.0,-4.0
1,Gestão de Transportes e Logística,7105-9924,135.9,134.5,-1.4
1,Gestão Portuária,7105-9926,141.5,141.0,-0.5
1,Engenharia Eletrotécnica Marítima,7105-L118,180.0,200.0,20.0
1,Produção Alimentar em Restauração (regime pós-laboral),7110-8011,111.2,113.0,1.8
1,Direção e Gestão Hoteleira,7110-9076,149.4,147.5,-1.9
1,Gestão do Lazer e Animação Turística,7110-9163,147.0,145.5,-1.5
1,Gestão Turística,7110-9177,144.4,142.0,-2.4
1,Informação Turística,7110-9183,126.2,127.0,0.8
1,Produção Alimentar em Restauração,7110-9217,131.4,131.5,0.1
1,Direção e Gestão Hoteleira (regime pós-laboral),7110-9875,130.2,131.0,0.8
1,Gestão do Lazer e Animação Turística (regime pós-laboral),7110-9995,130.8,130.5,-0.3
1,Gestão Turística (regime pós-laboral),7110-9996,132.6,132.0,-0.6
1,Audiologia,7210-8141,138.2,137.5,-0.7
1,Dietética e Nutrição,7210-8149,143.8,142.0,-1.8
1,Fisioterapia,7210-9504,164.1,160.0,-4.1
1,Farmácia,7210-9549,146.2,147.0,0.8
1,Saúde Ambiental,7210-9861,129.8,129.0,-0.8
1,Imagem Médica e Radioterapia,7210-L066,150.4,150.5,0.1
1,Fisiologia Clínica,7210-L067,153.5,155.0,1.5
1,Ciências Biomédicas Laboratoriais,7210-L068,166.0,190.5,24.5
1,Dietética e Nutrição,7220-8149,158.2,160.0,1.8
1,Ortoprotesia,7220-8152,147.7,150.0,2.3
1,Fisioterapia,7220-9504,165.8,179.0,13.2
1,Farmácia,7220-9549,154.4,157.0,2.6
1,Saúde Ambiental,7220-9861,145.8,148.0,2.2
1,Imagem Médica e Radioterapia,7220-L066,150.9,151.5,0.6
1,Fisiologia Clínica,7220-L067,156.3,160.5,4.2
1,Ciências Biomédicas Laboratoriais,7220-L068,167.4,190.5,23.1
1,Ortóptica e Ciências da Visão,7220-L161,146.9,147.5,0.6
1,Terapia Ocupacional,7230-8138,144.5,141.5,-3.0
1,Audiologia,7230-8141,141.8,143.5,1.7
1,Ortóptica,7230-8143,143.5,144.0,0.5
1,Fisioterapia,7230-9504,167.8,164.5,-3.3
1,Farmácia,7230-9549,150.5,148.0,-2.5
1,Saúde Ambiental,7230-9861,137.0,137.0,0.0
1,Terapia da Fala,7230-9890,143.5,144.5,1.0
1,Imagem Médica e Radioterapia,7230-L066,154.0,147.5,-6.5
1,Fisiologia Clínica,7230-L067,159.0,158.5,-0.5
1,Ciências Biomédicas Laboratoriais,7230-L068,173.5,176.0,2.5
1,Biotecnologia Medicinal,7230-L101,180.5,197.5,17.0
1,Osteopatia,7230-L136,146.3,145.5,-0.8
2,Ciências Farmacêuticas (Preparatórios),0140-8031,148.5,130.0,-18.5
2,Medicina Veterinária (Preparatórios),0140-8086,,191.5,
2,Ciências Agrárias,0140-9022,112.9,116.5,3.6
2,Estudos Europeus,0150-9135,127.2,113.5,-13.7
2,História,0150-9181,147.7,141.5,-6.2
2,Psicologia,0150-9219,155.4,184.0,28.6
2,Serviço Social,0150-9238,142.1,95.0,-47.1
2,Sociologia,0150-9240,129.0,117.0,-12.0
2,Comunicação e Relações Públicas,0150-9652,125.2,95.0,-30.2
2,Educação Básica,0150-9853,149.7,129.2,-20.5
2,Estudos Portugueses e Ingleses,0150-L041,156.1,130.0,-26.1
2,Ciclo Básico de Medicina,0160-8083,,200.0,
2,Proteção Civil e Gestão de Riscos,0160-8524,115.6,96.0,-19.6
2,Ciênc de Engenharia-Eng Mecânica; Eng Eletrotécnica e de Computadores (Pre),0160-8571,135.8,161.5,25.7
2,Biologia,0160-9011,135.3,140.5,5.2
2,Informática,0160-9185,121.5,129.5,8.0
2,Economia,0170-9081,135.5,95.0,-40.5
2,Gestão,0170-9147,129.3,131.0,1.7
2,Turismo,0170-9254,132.6,103.5,-29.1
2,Património Cultural e Arqueologia,0201-8509,143.3,129.5,-13.8
2,"Línguas, Literaturas e Culturas",0201-9204,139.3,143.0,3.7
2,Psicologia,0201-9219,158.2,187.5,29.3
2,Artes Visuais,0201-9817,138.3,123.0,-15.3
2,Ciências da Educação e da Formação,0201-9821,132.7,140.0,7.3
2,Línguas e Comunicação Intercultural,0201-L252,137.1,119.0,-18.1
2,Arquitetura Paisagista,0203-8258,136.0,134.5,-1.5
2,Agronomia,0203-9003,122.8,126.0,3.2
2,Biologia,0203-9011,135.3,146.0,10.7
2,Biologia Marinha,0203-9013,133.9,151.0,17.1
2,Bioquímica,0203-9015,128.2,148.0,19.8
2,Biotecnologia,0203-9016,131.8,159.0,27.2
2,Engenharia Informática,0203-9119,131.5,132.5,1.0
2,Matemática Aplicada à Economia e à Gestão,0203-9210,127.0,120.2,-6.8
2,Ciências Farmacêuticas,0203-9494,142.3,174.0,31.7
2,Bioengenharia,0203-9540,120.7,95.0,-25.7
2,Gestão Marinha e Costeira,0203-L123,125.8,129.5,3.7
2,Economia,0204-9081,130.0,95.0,-35.0
2,Gestão de Empresas,0204-9152,136.8,146.5,9.7
2,Sociologia,0204-9240,144.5,132.0,-12.5
2,Ciências Biomédicas,0206-9351,142.6,159.5,16.9
2,Administração Pública,0300-9002,146.8,151.0,4.2
2,Biologia,0300-9011,147.2,181.0,33.8
2,Biologia e Geologia,0300-9012,141.8,148.5,6.7
2,Bioquímica,0300-9015,146.2,156.5,10.3
2,Biotecnologia,0300-9016,159.2,173.5,14.3
2,Ciências do Mar,0300-9041,128.0,138.5,10.5
2,Design,0300-9069,171.2,165.5,-5.7
2,Economia,0300-9081,159.4,171.0,11.6
2,Engenharia Civil,0300-9089,130.4,95.0,-35.4
2,Engenharia de Materiais,0300-9096,120.4,121.0,0.6
2,Engenharia do Ambiente,0300-9099,131.8,126.5,-5.3
2,Engenharia e Gestão Industrial,0300-9104,156.2,156.5,0.3
2,Engenharia Física,0300-9113,148.5,149.5,1.0
2,Engenharia Informática,0300-9119,182.5,200.0,17.5
2,Engenharia Mecânica,0300-9123,140.0,150.5,10.5
2,Engenharia Química,0300-9125,137.4,146.0,8.6
2,Física,0300-9141,,127.0,
2,Geologia,0300-9146,128.0,141.5,13.5
2,Gestão,0300-9147,178.6,200.0,21.4
2,Línguas e Estudos Editoriais,0300-9194,166.2,184.5,18.3
2,Línguas e Relações Empresariais,0300-9196,156.0,163.0,7.0
2,"Línguas, Literaturas e Culturas",0300-9204,156.0,164.0,8.0
2,Matemática,0300-9209,147.4,151.0,3.6
2,Psicologia,0300-9219,165.0,192.5,27.5
2,Química,0300-9223,127.6,95.0,-32.6
2,Tradução,0300-9252,148.4,158.0,9.6
2,Ciências Biomédicas,0300-9351,172.8,200.0,27.2
2,Engenharia Biomédica,0300-9455,168.5,200.0,31.5
2,Educação Básica,0300-9853,143.8,141.0,-2.8
2,Gestão e Planeamento em Turismo,0300-L187,141.2,148.5,7.3
2,Engenharia de Automação Industrial,0300-L202,121.5,118.0,-3.5
2,Engenharia Eletrotécnica e de Computadores,0300-L209,126.4,123.5,-2.9
2,Engenharia de Computadores e Informática,0300-L217,157.0,149.5,-7.5
2,Engenharia Aeroespacial,0300-L221,180.4,200.0,19.6
2,Engenharia Computacional,0300-L223,,135.5,
2,Multimédia e Tecnologias da Comunicação,0300-L254,151.2,144.0,-7.2
2,Optometria e Ciências da Visão,0400-8184,130.4,133.0,2.6
2,Bioquímica,0400-9015,120.8,134.5,13.7
2,Biotecnologia,0400-9016,126.1,133.0,6.9
2,Ciência Política e Relações Internacionais,0400-9020,158.8,188.5,29.7
2,Ciências da Comunicação,0400-9023,146.0,140.5,-5.5
2,Ciências da Cultura,0400-9025,139.5,126.0,-13.5
2,Cinema,0400-9048,139.9,145.2,5.3
2,Design de Moda,0400-9071,139.1,153.5,14.4
2,Design Industrial,0400-9074,113.2,105.5,-7.7
2,Design Multimédia,0400-9075,127.1,113.0,-14.1
2,Economia,0400-9081,130.3,134.0,3.7
2,Engenharia Civil,0400-9089,,152.5,
2,Engenharia e Gestão Industrial,0400-9104,122.2,124.8,2.6
2,Engenharia Eletromecânica,0400-9105,128.9,95.0,-33.9
2,Engenharia Eletrotécnica e de Computadores,0400-9112,139.9,157.5,17.6
2,Engenharia Informática,0400-9119,152.0,139.0,-13.0
2,Filosofia,0400-9139,139.3,119.2,-20.1
2,Gestão,0400-9147,144.7,147.5,2.8
2,Marketing,0400-9205,135.2,95.0,-40.2
2,Psicologia,0400-9219,165.5,189.5,24.0
2,Química Industrial,0400-9225,119.1,121.5,2.4
2,Sociologia,0400-9240,153.4,140.0,-13.4
2,Arquitetura,0400-9257,149.8,154.5,4.7
2,Ciências Biomédicas,0400-9351,124.9,160.5,35.6
2,Ciências Farmacêuticas,0400-9494,146.7,158.0,11.3
2,Ciências do Desporto,0400-9707,146.1,138.5,-7.6
2,Engenharia Aeronáutica,0400-9740,153.3,155.5,2.2
2,Medicina,0400-9813,184.5,200.0,15.5
2,Matemática e Aplicações,0400-9835,141.9,95.0,-46.9
2,Estudos Portugueses e Espanhóis,0400-9918,150.1,130.0,-20.1
2,Tecnologia e Produto de Moda Sustentável,0400-L258,115.3,135.0,19.7
2,Química Medicinal,0501-8408,122.8,108.0,-14.8
2,Biologia,0501-9011,144.0,151.0,7.0
2,Bioquímica,0501-9015,133.3,147.5,14.2
2,Engenharia Civil,0501-9089,119.3,124.5,5.2
2,Engenharia do Ambiente,0501-9099,119.8,95.0,-24.8
2,Engenharia e Gestão Industrial,0501-9104,150.5,148.0,-2.5
2,Engenharia Física,0501-9113,,147.5,
2,Engenharia Informática,0501-9119,163.5,156.5,-7.0
2,Engenharia Mecânica,0501-9123,119.5,137.5,18.0
2,Engenharia Química,0501-9125,123.3,124.0,0.7
2,Física,0501-9141,116.8,141.0,24.2
2,Geologia,0501-9146,125.5,131.5,6.0
2,Matemática,0501-9209,134.5,149.5,15.0
2,Química,0501-9223,134.0,95.0,-39.0
2,Arquitetura,0501-9257,158.3,158.8,0.5
2,Antropologia,0501-9448,132.0,135.5,3.5
2,Engenharia Biomédica,0501-9455,180.3,168.0,-12.3
2,Design e Multimédia,0501-9891,164.5,154.5,-10.0
2,Engenharia e Ciência de Dados,0501-L192,149.5,150.5,1.0
2,Engenharia Eletrotécnica e de Computadores,0501-L209,105.8,119.5,13.7
2,Gestão de Cidades Sustentáveis e Inteligentes,0501-L285,135.5,115.5,-20.0
2,Administração Público-Privada,0502-8067,167.5,181.0,13.5
2,Direito,0502-9078,169.0,190.2,21.2
2,Economia,0503-9081,150.5,153.0,2.5
2,Gestão,0503-9147,169.3,161.0,-8.3
2,Relações Internacionais,0503-9229,183.0,191.5,8.5
2,Sociologia,0503-9240,149.0,145.5,-3.5
2,Ciências Farmacêuticas,0504-9494,145.0,175.0,30.0
2,Ciências Bioanalíticas,0504-9819,122.6,150.0,27.4
2,Farmácia Biomédica,0504-9832,181.4,155.0,-26.4
2,Português,0505-8393,162.0,147.0,-15.0
2,Arqueologia,0505-9006,147.0,148.5,1.5
2,Estudos Artísticos,0505-9132,157.0,152.0,-5.0
2,Estudos Clássicos,0505-9133,148.0,141.8,-6.2
2,Estudos Europeus,0505-9135,156.5,173.0,16.5
2,Filosofia,0505-9139,146.0,142.8,-3.2
2,Geografia,0505-9143,138.5,138.0,-0.5
2,História,0505-9181,158.0,186.0,28.0
2,História da Arte,0505-9182,141.5,151.5,10.0
2,Ciência da Informação,0505-9694,141.6,142.0,0.4
2,Jornalismo e Comunicação,0505-9773,163.0,189.0,26.0
2,Línguas Modernas,0505-9779,160.5,190.5,30.0
2,"Turismo, Território e Patrimónios",0505-L109,147.0,142.5,-4.5
2,Medicina Dentária,0506-9548,182.0,200.0,18.0
2,Medicina,0506-9813,188.0,200.0,12.0
2,Ciências da Educação,0507-9026,153.0,142.5,-10.5
2,Psicologia,0507-9219,171.8,200.0,28.2
2,Serviço Social,0507-9238,160.0,171.5,11.5
2,Ciências do Desporto,0508-9707,149.0,141.5,-7.5
2,Biologia Humana,0602-8262,136.9,140.5,3.6
2,Agronomia,0602-9003,134.6,95.0,-39.6
2,Biologia,0602-9011,142.3,162.0,19.7
2,Biologia e Geologia,0602-9012,133.6,141.5,7.9
2,Bioquímica,0602-9015,133.8,137.5,3.7
2,Biotecnologia,0602-9016,134.8,95.0,-39.8
2,Engenharia Informática,0602-9119,144.5,95.0,-49.5
2,Geografia,0602-9143,132.9,130.0,-2.9
2,Matemática,0602-9209,129.9,123.5,-6.4
2,Matemática Aplicada à Economia e à Gestão,0602-9210,130.3,126.2,-4.1
2,Engenharia Mecatrónica,0602-9751,128.6,95.0,-33.6
2,Enologia,0602-9752,127.9,116.0,-11.9
2,Física e Química,0602-9760,,135.5,
2,Ciência e Tecnologia Animal,0602-9818,130.1,95.0,-35.1
2,Medicina Veterinária,0602-9847,167.0,189.0,22.0
2,Engenharia de Energias Renováveis,0602-9910,116.4,138.0,21.6
2,Ecologia e Ambiente,0602-L090,125.6,117.0,-8.6
2,Design,0603-9069,143.4,152.0,8.6
2,Teatro,0603-9243,140.9,143.5,2.6
2,Arquitetura,0603-9257,151.2,157.8,6.6
2,Artes Plásticas e Multimédia,0603-9347,134.2,140.0,5.8
2,História e Arqueologia,0604-8251,142.0,143.0,1.0
2,Ciências da Educação,0604-9026,141.1,136.2,-4.9
2,Economia,0604-9081,134.0,95.0,-39.0
2,Gestão,0604-9147,154.6,158.0,3.4
2,Psicologia,0604-9219,159.6,190.5,30.9
2,Relações Internacionais,0604-9229,152.5,153.5,1.0
2,Sociologia,0604-9240,140.3,134.0,-6.3
2,Turismo,0604-9254,136.3,130.8,-5.5
2,Património Cultural,0604-9787,136.0,124.5,-11.5
2,Educação Básica,0604-9853,137.0,129.2,-7.8
2,Línguas e Literaturas,0604-L047,141.5,153.0,11.5
2,Estudos de Filosofia e de Cultura Contemporânea,0604-L173,135.3,121.5,-13.8
2,Ciências do Desporto,0605-9707,145.5,136.5,-9.0
2,Reabilitação Psicomotora,0605-9841,137.5,138.0,0.5
2,Ciências Biomédicas e da Saúde,0605-L256,149.9,183.0,33.1
2,Ciências da Nutrição,0901-9554,166.0,163.5,-2.5
2,Medicina,0901-9813,185.8,200.0,14.2
2,Sociologia (regime pós-laboral),0902-8109,144.5,146.5,2.0
2,Arqueologia,0902-9006,144.0,151.5,7.5
2,Ciência Política e Relações Internacionais,0902-9020,174.5,196.5,22.0
2,Ciências da Comunicação,0902-9023,179.5,195.5,16.0
2,Ciências da Linguagem,0902-9040,149.0,156.0,7.0
2,Ciências Musicais,0902-9046,134.5,139.0,4.5
2,Filosofia,0902-9139,152.5,192.8,40.3
2,Geografia e Planeamento Regional,0902-9145,137.0,132.2,-4.8
2,História,0902-9181,160.5,194.0,33.5
2,História da Arte,0902-9182,157.5,149.5,-8.0
2,"Línguas, Literaturas e Culturas",0902-9204,162.5,95.0,-67.5
2,Sociologia,0902-9240,146.0,161.5,15.5
2,Tradução,0902-9252,170.0,95.0,-75.0
2,Antropologia,0902-9448,145.5,95.0,-50.5
2,Estudos Portugueses,0902-9917,168.0,142.5,-25.5
2,Conservação - Restauro,0903-8036,151.6,161.5,9.9
2,Bioquímica,0903-9015,159.0,177.5,18.5
2,Engenharia Civil,0903-9089,127.6,132.0,4.4
2,Engenharia de Materiais,0903-9096,126.0,142.5,16.5
2,Engenharia do Ambiente,0903-9099,143.8,145.0,1.2
2,Engenharia e Gestão Industrial,0903-9104,169.8,170.0,0.2
2,Engenharia Física,0903-9113,,200.0,
2,Engenharia Geológica,0903-9116,129.2,130.0,0.8
2,Engenharia Informática,0903-9119,167.2,160.5,-6.7
2,Engenharia Mecânica,0903-9123,168.6,171.0,2.4
2,Engenharia Química e Biológica,0903-9126,140.4,149.0,8.6
2,Matemática,0903-9209,168.4,158.5,-9.9
2,Química Aplicada,0903-9224,145.0,153.5,8.5
2,Biologia Celular e Molecular,0903-9348,172.6,200.0,27.4
2,Engenharia Biomédica,0903-9455,178.8,200.0,21.2
2,Matemática Aplicada à Gestão do Risco,0903-L167,156.6,163.5,6.9
2,Engenharia Eletrotécnica e de Computadores,0903-L209,130.6,126.0,-4.6
2,Engenharia de Micro e Nanotecnologias,0903-L231,109.8,133.5,23.7
2,Economia,0904-9081,177.5,200.0,22.5
2,Gestão,0904-9147,179.0,200.0,21.0
2,Sistemas e Tecnologias de Informação,0906-8259,170.6,176.0,5.4
2,Gestão de Informação,0906-9155,176.6,200.0,23.4
2,Ciência de Dados,0906-L188,172.6,179.5,6.9
2,Direito,0911-9078,178.2,197.8,19.6
2,Geografia e Planeamento,1000-8183,141.4,134.5,-6.9
2,Optometria e Ciências da Visão,1000-8184,122.2,120.5,-1.7
2,Direito (regime pós-laboral),1000-8358,170.4,188.5,18.1
2,Educação (regime pós-laboral),1000-8427,146.4,134.5,-11.9
2,Design de Produto,1000-8494,168.5,144.5,-24.0
2,Administração Pública,1000-9002,163.4,186.0,22.6
2,Arqueologia,1000-9006,159.2,147.5,-11.7
2,Biologia e Geologia,1000-9012,147.0,149.0,2.0
2,Bioquímica,1000-9015,131.2,148.5,17.3
2,Ciência Política,1000-9019,159.0,185.5,26.5
2,Ciências da Comunicação,1000-9023,169.4,184.5,15.1
2,Contabilidade,1000-9056,165.6,200.0,34.4
2,Direito,1000-9078,176.8,194.5,17.7
2,Economia,1000-9081,167.8,173.2,5.4
2,Engenharia Civil,1000-9089,152.2,133.5,-18.7
2,Engenharia de Materiais,1000-9096,151.2,131.5,-19.7
2,Engenharia de Telecomunicações e Informática,1000-9098,115.4,118.0,2.6
2,Engenharia e Gestão Industrial,1000-9104,174.8,200.0,25.2
2,Engenharia Física,1000-9113,156.8,153.5,-3.3
2,Engenharia Informática,1000-9119,185.4,161.0,-24.4
2,Engenharia Mecânica,1000-9123,167.8,157.0,-10.8
2,Engenharia Química e Biológica,1000-9126,157.6,95.0,-62.6
2,Engenharia Têxtil,1000-9127,131.4,113.0,-18.4
2,Estudos Culturais,1000-9134,152.6,174.5,21.9
2,Filosofia,1000-9139,148.8,146.5,-2.3
2,Física,1000-9141,120.2,110.5,-9.7
2,Geologia,1000-9146,128.0,132.0,4.0
2,Gestão,1000-9147,172.4,173.5,1.1
2,História,1000-9181,155.0,172.5,17.5
2,Línguas Aplicadas,1000-9192,165.6,186.0,20.4
2,Línguas e Literaturas Europeias,1000-9195,160.0,189.0,29.0
2,Marketing,1000-9205,174.8,195.0,20.2
2,Matemática,1000-9209,161.0,161.5,0.5
2,Psicologia,1000-9219,171.2,200.0,28.8
2,Química,1000-9223,132.6,130.5,-2.1
2,Relações Internacionais,1000-9229,165.2,183.5,18.3
2,Sociologia,1000-9240,149.8,148.0,-1.8
2,Teatro,1000-9243,144.0,156.5,12.5
2,Arquitetura,1000-9257,180.0,200.0,20.0
2,Educação,1000-9353,150.8,146.5,-4.3
2,Ciências do Ambiente,1000-9379,139.4,138.0,-1.4
2,Estatística Aplicada,1000-9381,139.8,134.5,-5.3
2,Ciências da Computação,1000-9397,157.8,149.0,-8.8
2,Engenharia Biomédica,1000-9455,180.4,200.0,19.6
2,Design e Marketing de Moda,1000-9499,162.0,188.5,26.5
2,Biologia Aplicada,1000-9688,156.8,156.5,-0.3
2,Negócios Internacionais,1000-9785,166.8,163.0,-3.8
2,Medicina,1000-9813,,200.0,
2,Artes Visuais,1000-9817,165.0,186.0,21.0
2,Educação Básica,1000-9853,158.0,159.0,1.0
2,Estudos Portugueses,1000-9917,150.6,154.0,3.4
