Fase,Curso,Codigo,Nota_Real,Nota_Simulada,Erro
2,Biologia Marinha,3105-9013,133.1,133.0,-0.1
2,Biotecnologia,3105-9016,131.8,135.5,3.7
2,Engenharia Alimentar,3105-9087,,103.5,
2,Gestão Turística e Hoteleira,3105-9178,118.8,96.0,-22.8
2,Marketing Turístico,3105-9207,136.0,123.5,-12.5
2,Turismo,3105-9254,124.4,123.5,-0.9
2,Animação Turística,3105-9848,101.0,98.0,-3.0
2,Gestão da Restauração e Catering,3105-L131,113.5,96.0,-17.5
2,Artes Visuais e Tecnologias,3112-8307,156.0,150.0,-6.0
2,Animação Sociocultural,3112-9005,139.5,136.5,-3.0
2,Educação Básica,3112-9853,151.3,148.0,-3.3
2,Educação Básica (regime pós-laboral),3112-9876,,143.2,
2,Mediação Artística e Cultural,3112-L134,149.5,143.5,-6.0
2,Relações Públicas e Comunicação Empresarial (regime pós-laboral),3113-8438,155.0,152.5,-2.5
2,Publicidade e Marketing (regime pós-laboral),3113-8439,163.0,174.0,11.0
2,Audiovisual e Multimédia,3113-9010,164.5,169.0,4.5
2,Jornalismo,3113-9191,163.0,177.5,14.5
2,Publicidade e Marketing,3113-9222,167.0,183.8,16.8
2,Relações Públicas e Comunicação Empresarial,3113-9231,159.5,170.0,10.5
2,Solicitadoria (regime pós-laboral),3117-8015,152.7,146.5,-6.2
2,Contabilidade e Administração,3117-9058,157.9,180.0,22.1
2,Gestão,3117-9147,163.6,159.0,-4.6
2,Solicitadoria,3117-9242,159.9,180.5,20.6
2,Finanças Empresariais,3117-9476,162.2,160.5,-1.7
2,Contabilidade e Administração (regime pós-laboral),3117-9870,147.5,144.5,-3.0
2,Finanças Empresariais (regime pós-laboral),3117-9889,150.1,142.0,-8.1
2,Gestão (regime pós-laboral),3117-9991,153.2,149.5,-3.7
2,Comércio e Negócios Internacionais (regime pós-laboral),3117-L035,144.8,142.5,-2.3
2,Engenharia Civil,3118-9089,122.6,111.0,-11.6
2,Engenharia Eletrónica e Telecomunicações e de Computadores,3118-9108,116.9,109.2,-7.7
2,Engenharia Eletrotécnica,3118-9109,117.2,121.0,3.8
2,Engenharia Informática e de Computadores,3118-9121,155.0,148.0,-7.0
2,Engenharia Mecânica,3118-9123,147.9,129.5,-18.4
2,Engenharia Química e Biológica,3118-9126,129.8,136.5,6.7
2,Engenharia Biomédica,3118-9455,152.4,157.0,4.6
2,Engenharia Informática e Multimédia,3118-L052,153.5,139.8,-13.7
2,Tecnologias e Gestão Municipal,3118-L085,142.1,126.0,-16.1
2,Matemática Aplicada à Tecnologia e à Empresa,3118-L117,154.6,143.5,-11.1
2,"Engenharia Informática, Redes e Telecomunicações",3118-L119,154.2,143.0,-11.2
2,Engenharia Física Aplicada,3118-L213,119.5,128.5,9.0
2,Serviço Social (regime pós-laboral),3121-8014,110.7,119.5,8.8
2,Educação Social,3121-9084,132.9,110.0,-22.9
2,Serviço Social,3121-9238,129.6,119.0,-10.6
2,Turismo,3121-9254,118.1,120.5,2.4
2,Jornalismo e Comunicação,3121-9773,138.1,131.5,-6.6
2,Educação Básica,3121-9853,126.8,121.2,-5.6
2,Línguas e Culturas Estrangeiras,3131-8002,169.5,196.5,27.0
2,Artes Visuais e Tecnologias Artísticas,3131-8264,171.7,194.0,22.3
2,Educação Social,3131-9084,156.2,172.0,15.8
2,Desporto,3131-9563,158.5,185.0,26.5
2,Tradução e Interpretação em Língua Gestual Portuguesa,3131-9807,145.9,144.0,-1.9
2,Educação Básica,3131-9853,163.6,190.2,26.6
2,Educação Musical,3131-9878,127.7,118.5,-9.2
2,Educação Social (regime pós-laboral),3131-9879,148.9,135.5,-13.4
2,Gestão do Património Cultural,3131-L246,144.6,139.5,-5.1
2,Tecnologias para a Educação STEAM,3131-L272,117.2,118.8,1.6
2,Marketing (regime pós-laboral),3134-8005,156.3,154.5,-1.8
2,Assessoria e Tradução,3134-9009,161.4,180.5,19.1
2,Ciências e Tecnologias da Documentação e Informação,3134-9043,152.4,145.0,-7.4
2,Comunicação Empresarial,3134-9053,169.8,173.5,3.7
2,Contabilidade e Administração,3134-9058,150.8,166.0,15.2
2,Marketing,3134-9205,164.5,190.5,26.0
2,Recursos Humanos,3134-9227,165.3,182.5,17.2
2,Comércio Internacional,3134-9716,163.7,197.0,33.3
2,Assessoria e Tradução (regime pós-laboral),3134-9829,157.1,150.5,-6.6
2,Comércio Internacional (regime pós-laboral),3134-9866,153.3,145.5,-7.8
2,Comunicação Empresarial (regime pós-laboral),3134-9867,162.8,154.0,-8.8
2,Contabilidade e Administração (regime pós-laboral),3134-9870,145.5,128.5,-17.0
2,Criatividade e Inovação Empresarial,3134-L070,158.4,153.0,-5.4
2,Engenharia de Sistemas,3135-8316,152.3,133.0,-19.3
2,Engenharia Civil,3135-9089,137.1,95.0,-42.1
2,Engenharia de Telecomunicações e Informática,3135-9098,126.5,139.5,13.0
2,Engenharia e Gestão Industrial,3135-9104,,200.0,
2,Engenharia Eletrotécnica - Sistemas Elétricos de Energia,3135-9110,134.9,95.0,-39.9
2,Engenharia Eletrotécnica e de Computadores,3135-9112,122.2,127.5,5.3
2,Engenharia Geotécnica e Geoambiente,3135-9117,132.4,139.0,6.6
2,Engenharia Informática,3135-9119,174.3,167.0,-7.3
2,Engenharia Mecânica,3135-9123,161.5,163.0,1.5
2,Engenharia Química,3135-9125,162.6,163.0,0.4
2,Engenharia Biomédica,3135-9455,178.2,200.0,21.8
2,Engenharia Mecânica Automóvel,3135-9936,151.4,150.0,-1.4
2,Biorrecursos,3135-L089,146.4,154.0,7.6
2,Solicitadoria (regime pós-laboral),3138-8015,145.1,142.5,-2.6
2,Ciências Empresariais (regime pós-laboral),3138-8097,142.1,145.5,3.4
2,Sistemas de Informação para Gestão,3138-8288,131.8,128.0,-3.8
2,Segurança Informática em Redes de Computadores,3138-8398,147.8,147.0,-0.8
2,Ciências Empresariais,3138-9045,154.9,190.2,35.3
2,Engenharia Informática,3138-9119,147.4,150.0,2.6
2,Solicitadoria,3138-9242,152.6,188.0,35.4
2,Gestão Industrial e Logística,3138-L030,146.6,168.5,21.9
2,Segurança do Trabalho e Ambiente,3138-L091,131.3,138.8,7.5
2,Gestão das Atividades Turísticas (regime pós-laboral),3139-8442,131.7,123.5,-8.2
2,Gestão e Administração Hoteleira,3139-9164,149.5,170.0,20.5
2,Gestão das Atividades Turísticas,3139-9921,145.1,151.0,5.9
2,Gestão da Restauração e Catering,3139-L131,128.8,120.5,-8.3
2,Agronomia (regime pós-laboral),3141-8419,,102.0,
2,Agronomia,3141-9003,103.0,111.0,8.0
2,Zootecnia,3141-L003,115.0,116.5,1.5
2,Qualidade Alimentar e Nutrição Humana,3141-L080,110.0,108.0,-2.0
2,Biologia e Biotecnologia Alimentar,3141-L259,131.8,120.0,-11.8
2,Educação Social,3142-9084,136.6,125.5,-11.1
2,Educação Básica,3142-9853,127.8,108.8,-19.0
2,Educação Ambiental e Turismo de Natureza,3142-L130,116.6,96.0,-20.6
2,Produção Multimédia em Educação,3142-L179,126.8,117.0,-9.8
2,Gestão de Empresas,3143-9152,135.8,137.5,1.7
2,Gestão de Marketing,3143-9156,133.6,131.5,-2.1
2,Informática,3143-9185,112.9,120.0,7.1
2,Contabilidade e Fiscalidade,3143-9498,130.4,109.5,-20.9
2,Negócios Internacionais,3143-9785,134.6,95.0,-39.6
2,Gestão de Empresas (regime pós-laboral),3143-9994,118.4,122.0,3.6
2,Desporto de Natureza e Turismo Ativo,3145-9730,132.4,126.2,-6.2
2,Gestão das Organizações Desportivas,3145-9763,142.0,140.0,-2.0
2,Treino Desportivo,3145-9808,132.2,123.5,-8.7
2,Atividade Física e Estilos de Vida Saudáveis,3145-L008,134.0,129.0,-5.0
2,"Desporto, Condição Física e Saúde",3145-L034,135.0,130.0,-5.0
2,Animação Sociocultural,3151-9005,139.4,131.0,-8.4
2,Comunicação Social,3151-9054,145.0,95.0,-50.0
2,Desporto,3151-9563,145.2,139.5,-5.7
2,Tradução e Interpretação de Língua Gestual Portuguesa,3151-9633,135.2,137.0,1.8
2,Educação Básica,3151-9853,143.4,137.0,-6.4
2,Tecnologias de Energia,3152-8515,131.2,128.0,-3.2
2,"Engenharia de Automação, Controlo e Instrumentação",3152-9092,,95.5,
2,Engenharia Eletrotécnica e de Computadores,3152-9112,123.6,95.0,-28.6
2,Engenharia Informática,3152-9119,148.5,143.5,-5.0
2,Engenharia Mecânica,3152-9123,113.3,95.0,-18.3
2,Tecnologia e Gestão Industrial (regime noturno),3152-9862,113.7,116.5,2.8
2,Tecnologia Biomédica,3152-L069,140.7,144.0,3.3
2,Tecnologias do Ambiente e do Mar,3152-L124,132.4,129.0,-3.4
2,Gestão de Recursos Humanos (regime pós-laboral),3153-8111,140.0,134.0,-6.0
2,Gestão de Recursos Humanos,3153-9157,150.6,148.5,-2.1
2,Marketing,3153-9205,149.3,158.5,9.2
2,Contabilidade e Finanças,3153-9627,145.9,142.5,-3.4
2,Contabilidade e Finanças (regime noturno),3153-9628,139.2,133.0,-6.2
2,Gestão da Distribuição e da Logística,3153-9629,142.4,138.5,-3.9
2,Gestão de Sistemas de Informação,3153-9630,140.4,135.5,-4.9
2,Gestão da Distribuição e da Logística (regime pós-laboral),3153-9993,139.8,95.0,-44.8
2,Biotecnologia,3154-9016,143.6,164.0,20.4
2,Engenharia Civil,3154-9089,,104.0,
2,Engenharia Civil (regime noturno),3154-9090,,101.5,
2,Bioinformática,3154-9687,131.4,95.0,-36.4
2,Tecnologias do Petróleo,3154-L100,126.7,109.0,-17.7
2,Enfermagem,3155-9500,150.4,168.0,17.6
2,Fisioterapia,3155-9504,152.8,188.5,35.7
2,Terapia da Fala,3155-9890,138.2,150.0,11.8
2,Agronomia,3161-9003,110.0,118.5,8.5
2,Biotecnologia,3161-9016,127.2,95.0,-32.2
2,Enfermagem Veterinária,3161-9085,140.8,154.5,13.7
2,Engenharia do Ambiente e Geoinformática,3161-L164,,99.5,
2,Educação Social Gerontológica,3162-9473,134.9,116.5,-18.4
2,Educação Básica,3162-9853,140.7,136.5,-4.2
2,Artes Plásticas e Tecnologias Artísticas,3162-L122,142.9,136.5,-6.4
2,Engenharia da Computação Gráfica e Multimédia,3163-8407,112.6,95.0,-17.6
2,Engenharia Alimentar,3163-9087,,105.0,
2,Engenharia Informática,3163-9119,150.4,95.0,-55.4
2,Engenharia Mecânica,3163-9123,124.8,138.5,13.7
2,Gestão,3163-9147,145.2,146.5,1.3
2,Gestão (regime noturno),3163-9148,115.4,100.0,-15.4
2,Turismo,3163-9254,134.5,95.0,-39.5
2,Design de Ambientes,3163-9723,138.4,134.0,-4.4
2,Design do Produto,3163-9727,115.8,134.5,18.7
2,Engenharia Civil e do Ambiente,3163-9743,,128.0,
2,Engenharia Mecatrónica,3163-9751,,135.0,
2,Engenharia de Redes e Sistemas de Computadores,3163-L153,128.7,123.5,-5.2
2,Gestão da Distribuição e Logística,3164-8464,129.9,117.0,-12.9
2,Organização e Gestão Empresariais,3164-8516,132.7,134.0,1.3
2,Contabilidade e Fiscalidade,3164-9498,129.1,130.0,0.9
2,Marketing e Comunicação Empresarial,3164-9664,141.2,157.0,15.8
2,Desporto e Lazer,3165-9731,139.7,135.5,-4.2
2,Comunicação Social,3181-9054,136.6,133.5,-3.1
2,Educação Social,3181-9084,144.0,127.0,-17.0
2,Artes Plásticas e Multimédia,3181-9347,138.1,126.0,-12.1
2,Desporto e Atividade Física,3181-9850,144.4,137.8,-6.6
2,Educação Básica,3181-9853,139.0,95.0,-44.0
2,Publicidade e Relações Públicas,3181-9930,133.3,132.8,-0.5
2,Gestão Industrial,3182-8296,109.0,115.0,6.0
2,Tecnologia e Design de Mobiliário,3182-8517,118.4,127.5,9.1
2,Contabilidade,3182-9056,146.2,129.5,-16.7
2,Engenharia Eletrotécnica,3182-9109,132.0,134.0,2.0
2,Engenharia Informática,3182-9119,164.5,135.5,-29.0
2,Engenharia Mecânica,3182-9123,141.3,95.0,-46.3
2,Gestão de Empresas,3182-9152,135.2,140.0,4.8
2,Marketing,3182-9205,142.2,138.2,-4.0
2,Turismo,3182-9254,131.2,123.5,-7.7
2,Tecnologias e Design de Multimédia,3182-9491,127.7,111.5,-16.2
2,Gestão de Empresas (regime pós-laboral),3182-9994,120.4,119.0,-1.4
2,Enfermagem Veterinária,3185-9085,132.4,163.0,30.6
2,Engenharia Agronómica,3185-9086,,103.5,
2,Engenharia Alimentar,3185-9087,,99.0,
2,Engenharia Zootécnica,3185-9129,124.6,125.0,0.4
2,Engenharia Informática e Telecomunicações,3186-9122,119.1,95.0,-24.1
2,Gestão e Informática,3186-9168,125.2,110.0,-15.2
2,"Gestão Turística, Cultural e Patrimonial",3186-9179,118.0,114.5,-3.5
2,Serviço Social,3186-9238,145.1,142.5,-2.6
2,Gestão Comercial,3186-L021,112.3,132.0,19.7
2,Secretariado de Administração,3186-L116,131.6,126.0,-5.6
2,Contabilidade,3241-9056,124.4,95.0,-29.4
2,Gestão de Empresas,3241-9152,103.2,96.5,-6.7
2,Gestão de Recursos Humanos e Comportamento Organizacional,3241-9640,135.5,95.0,-40.5
2,Turismo e Gestão do Património Cultural,3241-L207,113.2,97.0,-16.2
2,Engenharia Eletrotécnica e de Computadores,3242-9112,,101.0,
2,Engenharia Informática,3242-9119,130.8,95.0,-35.8
2,Conservação e Restauro,3242-9380,138.7,132.0,-6.7
2,Design e Tecnologia das Artes Gráficas,3242-9644,117.1,119.5,2.4
2,Fotografia,3242-9645,122.0,112.5,-9.5
2,Tecnologia Química,3242-L142,119.0,120.5,1.5
2,Gestão da Edificação e Obras,3242-L186,124.6,125.5,0.9
2,Informática e Tecnologias Multimédia,3243-L143,116.8,95.0,-21.8
2,Design,3331-9069,,124.5,
2,Multimédia,3331-9213,160.4,194.5,34.1
2,Fotografia,3331-9645,153.9,182.0,28.1
2,Tecnologias e Sistemas de Informação para a Web,3331-L071,135.5,146.5,11.0
2,Desenho,5402-8399,184.5,200.0,15.5
2,Artes Plásticas,5402-9007,180.5,200.0,19.5
2,Design de Comunicação,5402-9070,176.0,163.0,-13.0
2,Serviço Social (regime pós-laboral),6800-8014,148.0,145.0,-3.0
2,Finanças e Contabilidade,6800-8029,163.5,161.5,-2.0
2,Sociologia (regime pós-laboral),6800-8109,144.5,140.5,-4.0
2,Informática e Gestão de Empresas (regime pós-laboral),6800-8366,157.5,145.5,-12.0
2,Ciência Política,6800-9019,158.0,179.0,21.0
2,Economia,6800-9081,161.3,172.5,11.2
2,Engenharia de Telecomunicações e Informática,6800-9098,140.8,132.0,-8.8
2,Engenharia Informática,6800-9119,179.8,170.5,-9.3
2,Gestão,6800-9147,170.5,187.0,16.5
2,Gestão de Marketing,6800-9156,174.0,172.0,-2.0
2,Gestão de Recursos Humanos,6800-9157,176.0,192.5,16.5
2,Informática e Gestão de Empresas,6800-9189,164.0,165.5,1.5
2,Psicologia,6800-9219,173.5,198.0,24.5
2,Sociologia,6800-9240,153.0,159.5,6.5
2,Arquitetura,6800-9257,169.0,161.5,-7.5
2,Antropologia,6800-9448,138.0,139.5,1.5
2,Engenharia Informática (regime pós-laboral),6800-9885,156.5,149.0,-7.5
2,História Moderna e Contemporânea,6800-9927,145.5,147.5,2.0
2,Gestão Industrial e Logística,6800-L030,165.5,163.0,-2.5
2,Ciência de Dados,6800-L188,169.0,164.0,-5.0
2,Ciência de Dados (regime pós-laboral),6800-L189,155.6,154.0,-1.6
2,"Política, Economia e Sociedade",6810-L274,157.8,148.0,-9.8
2,Tecnologias Digitais e Inteligência Artificial,6810-L277,161.8,95.0,-66.8
2,Desenvolvimento de Software e Aplicações,6810-L278,157.2,148.5,-8.7
2,Tecnologias Digitais e Gestão,6810-L280,161.2,157.0,-4.2
2,Tecnologias Digitais Educativas,6810-L281,154.0,133.0,-21.0
2,Tecnologias Digitais e Saúde,6810-L282,149.0,138.5,-10.5
2,Enfermagem,7001-9500,143.0,156.5,13.5
2,Enfermagem,7002-9500,152.0,176.5,24.5
2,Enfermagem,7003-9500,154.5,185.0,30.5
2,Terapia Ocupacional,7005-8138,138.0,135.5,-2.5
2,Enfermagem,7005-9500,143.4,149.5,6.1
2,Enfermagem,7010-9500,162.5,194.0,31.5
2,Dietética e Nutrição,7015-8149,129.6,132.5,2.9
2,Enfermagem,7015-9500,143.5,156.5,13.0
2,Enfermagem (entrada no 2.º semestre),7015-9501,134.6,131.0,-3.6
2,Fisioterapia,7015-9504,147.4,178.0,30.6
2,Farmácia,7015-9549,130.4,138.5,8.1
2,Gerontologia,7015-9833,113.2,109.5,-3.7
2,Ciências Biomédicas Laboratoriais,7015-L068,141.5,151.5,10.0
2,Enfermagem,7020-9500,143.8,147.0,3.2
2,Fisioterapia,7020-9504,148.6,163.5,14.9
2,Imagem Médica e Radioterapia,7020-L066,138.1,146.0,7.9
2,Fisiologia Clínica,7020-L067,135.8,154.0,18.2
2,Ciências Biomédicas Laboratoriais,7020-L068,134.4,186.0,51.6
2,Enfermagem,7030-9500,142.5,149.5,7.0
2,Dietética e Nutrição,7035-8149,136.6,141.5,4.9
2,Enfermagem,7035-9500,144.1,165.0,20.9
2,Fisioterapia,7035-9504,153.1,184.0,30.9
2,Farmácia,7035-9549,129.2,150.5,21.3
2,Imagem Médica e Radioterapia,7035-L066,137.4,144.0,6.6
2,Ciências Biomédicas Laboratoriais,7035-L068,142.5,191.5,49.0
2,Enfermagem,7040-9500,138.0,143.0,5.0
2,Farmácia,7040-9549,131.0,136.0,5.0
2,Biotecnologia Medicinal,7040-L101,128.4,130.0,1.6
2,Terapia Ocupacional,7045-8138,137.8,149.5,11.7
2,Dietética e Nutrição,7045-8149,132.2,142.0,9.8
2,Enfermagem,7045-9500,142.0,147.5,5.5
2,Fisioterapia,7045-9504,147.8,153.0,5.2
2,Terapia da Fala,7045-9890,140.4,139.0,-1.4
2,Enfermagem,7055-9500,135.8,143.5,7.7
2,Higiene Oral,7055-9556,130.2,141.0,10.8
2,Enfermagem,7065-9500,143.6,155.5,11.9
2,Enfermagem,7075-9500,145.0,155.0,10.0
2,Enfermagem,7080-9500,143.6,153.5,9.9
2,Enfermagem,7085-9500,140.8,142.0,1.2
2,Enfermagem,7092-9500,134.4,135.5,1.1
2,Enfermagem,7093-9500,134.4,143.5,9.1
2,Engenharia Informática e de Computadores,7105-9121,145.8,129.5,-16.3
2,Engenharia de Máquinas Marítimas,7105-9745,114.4,115.5,1.1
2,Pilotagem,7105-9789,,152.5,
2,Gestão de Transportes e Logística,7105-9924,137.7,135.0,-2.7
2,Gestão Portuária,7105-9926,139.6,141.5,1.9
2,Engenharia Eletrotécnica Marítima,7105-L118,113.1,200.0,86.9
2,Produção Alimentar em Restauração (regime pós-laboral),7110-8011,110.8,114.0,3.2
2,Direção e Gestão Hoteleira,7110-9076,150.4,155.0,4.6
2,Gestão do Lazer e Animação Turística,7110-9163,151.4,150.5,-0.9
2,Gestão Turística,7110-9177,142.4,144.5,2.1
2,Informação Turística,7110-9183,138.6,128.5,-10.1
2,Produção Alimentar em Restauração,7110-9217,127.2,132.5,5.3
2,Direção e Gestão Hoteleira (regime pós-laboral),7110-9875,131.6,131.0,-0.6
2,Gestão do Lazer e Animação Turística (regime pós-laboral),7110-9995,133.6,132.5,-1.1
2,Gestão Turística (regime pós-laboral),7110-9996,139.0,132.0,-7.0
2,Audiologia,7210-8141,139.3,139.5,0.2
2,Dietética e Nutrição,7210-8149,143.6,144.0,0.4
2,Fisioterapia,7210-9504,160.4,181.5,21.1
2,Farmácia,7210-9549,137.8,149.5,11.7
2,Saúde Ambiental,7210-9861,134.6,132.0,-2.6
2,Imagem Médica e Radioterapia,7210-L066,145.1,164.0,18.9
2,Fisiologia Clínica,7210-L067,146.8,180.5,33.7
2,Ciências Biomédicas Laboratoriais,7210-L068,165.3,194.5,29.2
2,Dietética e Nutrição,7220-8149,156.9,189.0,32.1
2,Ortoprotesia,7220-8152,143.4,161.0,17.6
2,Fisioterapia,7220-9504,163.8,186.5,22.7
2,Farmácia,7220-9549,150.0,174.0,24.0
2,Saúde Ambiental,7220-9861,143.5,152.0,8.5
2,Imagem Médica e Radioterapia,7220-L066,145.9,169.0,23.1
2,Fisiologia Clínica,7220-L067,149.8,186.5,36.7
2,Ciências Biomédicas Laboratoriais,7220-L068,165.3,193.0,27.7
2,Ortóptica e Ciências da Visão,7220-L161,144.0,157.0,13.0
2,Terapia Ocupacional,7230-8138,142.5,145.5,3.0
2,Audiologia,7230-8141,140.0,143.5,3.5
2,Ortóptica,7230-8143,140.0,145.0,5.0
2,Fisioterapia,7230-9504,166.0,170.5,4.5
2,Farmácia,7230-9549,144.0,148.0,4.0
2,Saúde Ambiental,7230-9861,134.0,141.0,7.0
2,Terapia da Fala,7230-9890,143.0,148.0,5.0
2,Imagem Médica e Radioterapia,7230-L066,148.5,153.0,4.5
2,Fisiologia Clínica,7230-L067,154.0,159.5,5.5
2,Ciências Biomédicas Laboratoriais,7230-L068,168.5,200.0,31.5
2,Biotecnologia Medicinal,7230-L101,171.0,200.0,29.0
2,Osteopatia,7230-L136,137.0,150.0,13.0
3,Ciências Farmacêuticas (Preparatórios),0140-8031,120.5,95.0,-25.5
3,Medicina Veterinária (Preparatórios),0140-8086,169.9,189.0,19.1
3,Ciências Agrárias,0140-9022,,114.0,
3,Estudos Europeus,0150-9135,130.2,107.0,-23.2
3,Psicologia,0150-9219,,187.0,
3,Sociologia,0150-9240,119.9,112.0,-7.9
3,Comunicação e Relações Públicas,0150-9652,119.5,95.0,-24.5
3,Estudos Portugueses e Ingleses,0150-L041,,132.0,
3,Ciclo Básico de Medicina,0160-8083,,200.0,
3,Ciênc de Engenharia-Eng Mecânica; Eng Eletrotécnica e de Computadores (Pre),0160-8571,,163.0,
3,Biologia,0160-9011,121.7,142.5,20.8
3,Gestão,0170-9147,136.8,130.5,-6.3
3,Turismo,0170-9254,,111.0,
3,Património Cultural e Arqueologia,0201-8509,134.6,133.5,-1.1
3,"Línguas, Literaturas e Culturas",0201-9204,139.1,140.5,1.4
3,Psicologia,0201-9219,155.3,188.5,33.2
3,Artes Visuais,0201-9817,134.2,119.0,-15.2
3,Ciências da Educação e da Formação,0201-9821,137.7,95.0,-42.7
3,Línguas e Comunicação Intercultural,0201-L252,134.5,125.5,-9.0
3,Arquitetura Paisagista,0203-8258,117.0,136.5,19.5
3,Agronomia,0203-9003,,125.0,
3,Biologia,0203-9011,126.0,148.0,22.0
3,Biologia Marinha,0203-9013,131.3,153.0,21.7
3,Bioquímica,0203-9015,124.8,148.5,23.7
3,Biotecnologia,0203-9016,141.3,144.0,2.7
3,Engenharia Informática,0203-9119,126.6,136.5,9.9
3,Matemática Aplicada à Economia e à Gestão,0203-9210,123.9,120.0,-3.9
3,Ciências Farmacêuticas,0203-9494,136.8,181.5,44.7
3,Gestão Marinha e Costeira,0203-L123,123.4,133.0,9.6
3,Economia,0204-9081,116.6,95.0,-21.6
3,Gestão de Empresas,0204-9152,144.4,95.0,-49.4
3,Sociologia,0204-9240,142.6,129.5,-13.1
3,Ciências Biomédicas,0206-9351,140.9,161.5,20.6
3,Administração Pública,0300-9002,142.4,148.5,6.1
3,Biologia,0300-9011,145.4,188.5,43.1
3,Biologia e Geologia,0300-9012,139.4,95.0,-44.4
3,Bioquímica,0300-9015,,159.5,
3,Biotecnologia,0300-9016,147.2,200.0,52.8
3,Ciências do Mar,0300-9041,120.5,95.0,-25.5
3,Design,0300-9069,167.6,163.5,-4.1
3,Economia,0300-9081,145.6,170.5,24.9
3,Engenharia Civil,0300-9089,,126.0,
3,Engenharia de Materiais,0300-9096,,123.0,
3,Engenharia e Gestão Industrial,0300-9104,,154.0,
3,Engenharia Física,0300-9113,,146.5,
3,Engenharia Informática,0300-9119,,200.0,
3,Engenharia Mecânica,0300-9123,132.5,151.0,18.5
3,Engenharia Química,0300-9125,,149.0,
3,Física,0300-9141,175.3,95.0,-80.3
3,Geologia,0300-9146,134.2,136.5,2.3
3,Gestão,0300-9147,170.2,200.0,29.8
3,Línguas e Estudos Editoriais,0300-9194,170.0,187.5,17.5
3,Línguas e Relações Empresariais,0300-9196,152.4,160.0,7.6
3,"Línguas, Literaturas e Culturas",0300-9204,155.2,167.5,12.3
3,Matemática,0300-9209,,155.5,
3,Psicologia,0300-9219,,191.2,
3,Química,0300-9223,,114.0,
3,Tradução,0300-9252,,159.5,
3,Ciências Biomédicas,0300-9351,,200.0,
3,Engenharia Biomédica,0300-9455,185.3,200.0,14.7
3,Educação Básica,0300-9853,167.3,142.2,-25.1
3,Gestão e Planeamento em Turismo,0300-L187,139.4,156.0,16.6
3,Engenharia de Automação Industrial,0300-L202,120.5,95.0,-25.5
3,Engenharia Eletrotécnica e de Computadores,0300-L209,140.4,95.0,-45.4
3,Engenharia Aeroespacial,0300-L221,,200.0,
3,Multimédia e Tecnologias da Comunicação,0300-L254,147.8,151.5,3.7
3,Optometria e Ciências da Visão,0400-8184,129.3,95.0,-34.3
3,Biotecnologia,0400-9016,,131.5,
3,Ciência Política e Relações Internacionais,0400-9020,156.8,178.5,21.7
3,Ciências da Comunicação,0400-9023,142.2,147.0,4.8
3,Ciências da Cultura,0400-9025,134.7,127.8,-6.9
3,Cinema,0400-9048,131.2,148.5,17.3
3,Design de Moda,0400-9071,139.1,153.5,14.4
3,Design Industrial,0400-9074,124.1,95.0,-29.1
3,Design Multimédia,0400-9075,118.7,95.0,-23.7
3,Economia,0400-9081,129.8,95.0,-34.8
3,Engenharia Civil,0400-9089,,153.0,
3,Engenharia Eletrotécnica e de Computadores,0400-9112,,157.5,
3,Engenharia Informática,0400-9119,137.7,95.0,-42.7
3,Filosofia,0400-9139,134.8,95.0,-39.8
3,Gestão,0400-9147,133.4,95.0,-38.4
3,Marketing,0400-9205,129.9,95.0,-34.9
3,Psicologia,0400-9219,167.6,190.0,22.4
3,Sociologia,0400-9240,151.0,95.0,-56.0
3,Arquitetura,0400-9257,148.8,95.0,-53.8
3,Ciências Biomédicas,0400-9351,128.2,161.0,32.8
3,Ciências Farmacêuticas,0400-9494,141.2,159.0,17.8
3,Ciências do Desporto,0400-9707,144.8,140.0,-4.8
3,Engenharia Aeronáutica,0400-9740,,158.5,
3,Medicina,0400-9813,184.5,200.0,15.5
3,Estudos Portugueses e Espanhóis,0400-9918,145.3,95.0,-50.3
3,Física e Aplicações,0400-L205,,153.0,
3,Biologia,0501-9011,123.5,152.0,28.5
3,Bioquímica,0501-9015,142.0,153.5,11.5
3,Engenharia do Ambiente,0501-9099,113.8,114.5,0.7
3,Engenharia e Gestão Industrial,0501-9104,150.8,153.0,2.2
3,Engenharia Física,0501-9113,,150.0,
3,Engenharia Informática,0501-9119,158.0,160.5,2.5
3,Engenharia Mecânica,0501-9123,,141.5,
3,Engenharia Química,0501-9125,123.3,95.0,-28.3
3,Geologia,0501-9146,117.5,95.0,-22.5
3,Matemática,0501-9209,149.5,148.0,-1.5
3,Arquitetura,0501-9257,158.3,168.2,9.9
3,Antropologia,0501-9448,130.0,95.0,-35.0
3,Engenharia Biomédica,0501-9455,,167.5,
3,Design e Multimédia,0501-9891,183.0,154.5,-28.5
3,Engenharia e Ciência de Dados,0501-L192,148.5,151.5,3.0
3,Engenharia Eletrotécnica e de Computadores,0501-L209,117.0,118.5,1.5
3,Gestão de Cidades Sustentáveis e Inteligentes,0501-L285,131.0,95.0,-36.0
3,Administração Público-Privada,0502-8067,161.5,187.5,26.0
3,Direito,0502-9078,167.5,193.0,25.5
3,Economia,0503-9081,145.0,156.5,11.5
3,Gestão,0503-9147,171.0,167.5,-3.5
3,Relações Internacionais,0503-9229,181.5,190.5,9.0
3,Sociologia,0503-9240,143.0,145.8,2.8
3,Ciências Farmacêuticas,0504-9494,155.2,182.0,26.8
